driver_id,vehicle_id,age,driving_experience_yr,past_claims,traffic_violations,vehicle_type,vehicle_age_yr,engine_cc,avg_speed_kmh,harsh_braking_per100km,rapid_accel_per100km,cornering_force_avg_g,speeding_pct,night_driving_pct,total_trips,avg_trip_km,trip_completeness_pct,unverified_trips,days_since_policy_start,onboarding_phase,risk_score,risk_category,risk_label
DRV2749,VEH2749,54,32,1,0,Hatchback,13,2000,82.6,13.02,12.08,0.401,39.3,14.4,34,37.3,74.7,5,276,1,0.6543,High Risk,2
DRV2750,VEH2750,53,28,1,0,SUV,6,1500,87.8,3.23,8.54,0.182,31.0,28.8,54,23.2,49.0,1,58,0,0.7093,High Risk,2
DRV2751,VEH2751,37,9,1,0,Hatchback,12,1500,89.4,17.46,11.29,0.249,11.0,24.6,90,37.6,52.7,7,137,1,0.6564,High Risk,2
DRV2752,VEH2752,18,0,2,2,Van,3,1800,54.9,10.12,12.63,0.114,38.8,15.3,49,13.0,70.8,6,334,1,0.5742,Medium Risk,1
DRV2753,VEH2753,20,1,2,1,Two-Wheeler,0,160,46.1,2.65,3.05,0.293,7.4,49.3,58,21.9,66.0,14,239,1,0.3604,Medium Risk,1
DRV2754,VEH2754,35,10,1,0,Hatchback,5,1000,40.0,3.55,13.99,0.55,22.1,48.7,85,53.0,45.4,1,8,0,0.6877,High Risk,2
DRV2755,VEH2755,32,13,2,0,Sedan,3,1000,94.4,15.78,7.26,0.17,2.8,20.5,64,4.4,75.6,4,359,1,0.4655,Medium Risk,1
DRV2756,VEH2756,30,4,3,1,Two-Wheeler,12,150,45.2,12.75,3.18,0.482,22.0,45.8,15,37.4,64.9,4,305,1,0.6052,Medium Risk,1
DRV2757,VEH2757,41,4,1,0,Hatchback,5,800,63.6,6.35,5.78,0.503,23.5,16.3,107,33.7,85.2,2,335,1,0.4467,Medium Risk,1
DRV2758,VEH2758,28,0,0,0,Hatchback,13,1800,56.7,11.8,2.56,0.193,12.2,6.3,91,43.1,83.5,6,359,1,0.3343,Low Risk,0
DRV2759,VEH2759,36,0,1,0,Sedan,12,1800,49.2,13.33,6.62,0.468,12.9,46.0,87,48.8,70.6,13,209,1,0.5739,Medium Risk,1
DRV2760,VEH2760,56,9,0,0,SUV,13,1000,78.0,3.35,0.58,0.478,29.6,17.1,108,27.4,77.7,15,286,1,0.394,Medium Risk,1
DRV2761,VEH2761,37,3,1,1,Sedan,6,800,69.9,11.67,11.11,0.359,42.9,1.9,75,47.8,59.4,6,301,1,0.663,High Risk,2
DRV2762,VEH2762,52,4,2,0,Hatchback,7,1500,42.7,3.57,5.55,0.422,31.2,47.9,45,28.4,57.1,14,339,1,0.6987,High Risk,2
DRV2763,VEH2763,51,9,2,0,Hatchback,14,2000,91.6,2.86,10.46,0.427,44.8,7.1,10,17.7,60.4,1,15,0,0.5427,Medium Risk,1
DRV2764,VEH2764,31,9,1,1,Sedan,8,2000,64.6,7.41,10.54,0.142,5.3,29.2,92,26.0,95.9,9,202,1,0.4209,Medium Risk,1
DRV2765,VEH2765,22,0,0,1,Hatchback,7,1800,60.0,11.4,12.11,0.267,19.8,34.6,68,22.8,74.7,10,319,1,0.5598,Medium Risk,1
DRV2766,VEH2766,28,7,1,1,Two-Wheeler,11,100,33.8,3.51,13.69,0.138,34.7,20.3,70,7.8,65.0,13,34,0,0.4761,Medium Risk,1
DRV2767,VEH2767,21,0,0,1,Hatchback,13,800,54.4,17.59,15.84,0.256,29.5,18.3,16,55.0,71.7,13,286,1,0.686,High Risk,2
DRV2768,VEH2768,60,33,0,0,Hatchback,15,1800,37.2,12.29,8.0,0.352,24.9,39.9,16,16.5,75.8,12,208,1,0.5519,Medium Risk,1
DRV2769,VEH2769,45,25,1,1,Hatchback,3,2000,80.5,6.11,3.59,0.452,18.6,13.5,73,43.4,58.2,3,20,0,0.7738,High Risk,2
DRV2770,VEH2770,54,10,1,0,Hatchback,12,1500,92.7,0.53,0.62,0.172,11.8,17.4,78,45.2,72.9,5,213,1,0.2301,Low Risk,0
DRV2771,VEH2771,45,3,1,0,Hatchback,15,1800,44.5,1.78,4.88,0.055,15.7,30.0,86,6.1,97.9,7,7,0,0.2723,Low Risk,0
DRV2772,VEH2772,50,28,2,2,SUV,2,1500,90.6,1.58,15.78,0.086,42.7,27.9,77,19.5,84.7,7,49,0,0.5618,Medium Risk,1
DRV2773,VEH2773,39,6,3,0,Two-Wheeler,7,125,29.1,11.83,2.81,0.399,43.7,24.1,14,25.9,66.0,7,303,1,0.553,Medium Risk,1
DRV2774,VEH2774,49,11,2,2,Two-Wheeler,14,110,78.9,11.4,12.41,0.078,28.5,23.4,41,38.0,91.8,1,89,0,0.5927,Medium Risk,1
DRV2775,VEH2775,33,2,1,0,Two-Wheeler,5,125,46.7,3.56,9.02,0.149,43.6,28.7,23,13.5,94.2,14,293,1,0.4476,Medium Risk,1
DRV2776,VEH2776,18,0,1,0,Van,9,1400,90.0,9.77,14.58,0.413,16.6,18.6,91,31.8,87.4,8,174,1,0.5802,Medium Risk,1
DRV2777,VEH2777,32,12,3,0,Two-Wheeler,9,150,30.5,6.87,6.22,0.167,29.0,45.0,83,53.1,91.4,1,361,1,0.4574,Medium Risk,1
DRV2778,VEH2778,30,5,0,2,Two-Wheeler,2,125,57.5,10.79,5.74,0.527,5.2,15.2,30,17.7,72.1,0,362,1,0.4639,Medium Risk,1
DRV2779,VEH2779,36,4,0,0,Sedan,3,2000,51.8,2.12,1.06,0.453,27.2,47.4,26,25.7,42.0,10,82,0,0.7199,High Risk,2
DRV2780,VEH2780,60,11,0,1,Two-Wheeler,5,160,49.2,13.01,9.09,0.422,25.7,0.8,108,53.2,65.2,1,313,1,0.5158,Medium Risk,1
DRV2781,VEH2781,42,21,1,1,Sedan,9,1000,71.4,8.2,5.2,0.214,23.7,14.0,29,19.2,61.4,1,35,0,0.4175,Medium Risk,1
DRV2782,VEH2782,52,7,2,0,SUV,6,1200,43.4,17.33,10.16,0.35,40.3,32.0,79,43.1,51.7,11,295,1,0.759,High Risk,2
DRV2783,VEH2783,36,17,2,1,SUV,0,1500,31.0,1.91,10.58,0.532,15.3,38.6,115,7.2,73.8,2,120,1,0.4789,Medium Risk,1
DRV2784,VEH2784,45,6,2,2,Two-Wheeler,14,150,76.9,9.27,12.42,0.078,40.3,17.2,92,4.4,92.8,5,288,1,0.5975,Medium Risk,1
DRV2785,VEH2785,39,9,1,1,Two-Wheeler,11,100,36.9,13.51,11.72,0.164,29.4,49.1,83,15.5,49.4,0,354,1,0.8415,High Risk,2
DRV2786,VEH2786,48,20,0,1,SUV,10,800,79.0,2.32,16.0,0.546,16.1,18.1,43,47.0,79.9,12,96,1,0.5462,Medium Risk,1
DRV2787,VEH2787,57,17,1,2,SUV,9,2000,51.6,14.1,14.83,0.365,8.3,3.1,19,28.4,76.5,3,83,0,0.5789,Medium Risk,1
DRV2788,VEH2788,21,0,2,1,SUV,1,1400,52.1,3.41,10.62,0.26,11.9,43.9,105,40.9,88.0,0,317,1,0.4378,Medium Risk,1
DRV2789,VEH2789,52,13,0,0,Hatchback,7,800,54.0,5.41,2.34,0.501,31.6,6.9,71,5.7,62.7,10,182,1,0.395,Medium Risk,1
DRV2790,VEH2790,22,0,2,0,SUV,6,1500,74.9,17.36,10.99,0.427,27.6,35.2,45,48.1,87.4,13,324,1,0.7123,High Risk,2
DRV2791,VEH2791,27,5,0,1,Hatchback,13,1400,59.9,15.27,13.16,0.389,18.2,18.4,95,22.7,63.3,4,137,1,0.6184,Medium Risk,1
DRV2792,VEH2792,23,1,0,0,SUV,15,1500,36.8,11.64,6.2,0.07,42.6,40.1,86,42.8,91.0,6,149,1,0.4979,Medium Risk,1
DRV2793,VEH2793,35,2,1,2,SUV,7,800,75.8,8.8,13.61,0.416,39.4,0.6,26,52.1,48.2,11,75,0,0.7342,High Risk,2
DRV2794,VEH2794,32,4,0,2,Hatchback,9,2000,87.0,5.73,12.82,0.267,25.0,12.5,120,26.6,86.3,1,91,1,0.5088,Medium Risk,1
DRV2795,VEH2795,56,14,1,2,Hatchback,6,800,38.2,16.96,2.58,0.253,5.6,47.1,34,49.2,70.6,10,204,1,0.5178,Medium Risk,1
DRV2796,VEH2796,51,6,1,0,Sedan,11,1400,84.7,1.67,10.43,0.344,43.0,4.8,12,36.9,99.6,9,60,0,0.4775,Medium Risk,1
DRV2797,VEH2797,53,14,2,0,SUV,13,1400,83.6,12.6,10.46,0.459,15.5,18.9,57,37.1,67.7,0,332,1,0.5871,Medium Risk,1
DRV2798,VEH2798,46,22,0,0,Two-Wheeler,1,160,36.8,14.93,7.28,0.132,15.2,28.2,13,8.1,52.1,6,57,0,0.6936,High Risk,2
DRV2799,VEH2799,25,1,1,2,SUV,4,1400,47.0,15.21,15.4,0.322,5.8,24.5,20,34.8,68.3,14,340,1,0.6228,High Risk,2
DRV2800,VEH2800,27,8,1,1,Sedan,0,1200,89.8,4.04,15.65,0.366,33.9,5.5,102,46.9,83.2,6,42,0,0.545,Medium Risk,1
DRV2801,VEH2801,34,15,0,1,Two-Wheeler,0,125,43.2,11.64,6.67,0.305,22.3,43.4,20,4.2,61.6,10,146,1,0.5113,Medium Risk,1
DRV2802,VEH2802,55,13,2,0,Sedan,2,1500,36.7,17.8,5.74,0.544,7.3,33.7,88,31.6,43.3,2,171,1,0.7757,High Risk,2
DRV2803,VEH2803,36,14,0,0,SUV,0,1500,56.3,8.35,12.59,0.18,35.8,37.2,56,30.1,44.6,12,299,1,0.7936,High Risk,2
DRV2804,VEH2804,39,6,0,0,Hatchback,7,1200,36.5,1.11,8.23,0.303,13.7,34.0,116,26.2,91.4,8,21,0,0.3335,Low Risk,0
DRV2805,VEH2805,46,20,0,1,Hatchback,11,1800,67.8,16.25,6.02,0.364,34.7,30.8,106,30.9,67.7,1,211,1,0.6209,High Risk,2
DRV2806,VEH2806,50,20,3,0,SUV,6,1200,79.9,1.22,0.79,0.152,44.4,3.1,31,38.8,56.8,12,8,0,0.7759,High Risk,2
DRV2807,VEH2807,54,32,3,0,Two-Wheeler,6,125,29.4,4.57,15.39,0.5,25.7,24.5,41,3.5,92.7,1,103,1,0.5644,Medium Risk,1
DRV2808,VEH2808,55,27,1,1,Sedan,10,1500,73.8,11.97,12.04,0.369,11.0,48.9,103,26.1,83.0,11,227,1,0.6274,High Risk,2
DRV2809,VEH2809,41,7,3,0,Van,6,800,55.2,2.3,8.9,0.369,30.1,16.7,24,19.8,43.2,5,45,0,0.6864,High Risk,2
DRV2810,VEH2810,38,1,2,2,Hatchback,14,1500,54.5,10.83,0.76,0.291,16.5,11.8,32,19.1,45.7,6,233,1,0.7773,High Risk,2
DRV2811,VEH2811,56,12,1,0,Two-Wheeler,5,150,61.0,6.75,8.07,0.331,15.1,20.2,41,8.8,52.6,10,73,0,0.7264,High Risk,2
DRV2812,VEH2812,45,0,1,1,Two-Wheeler,10,100,63.2,17.62,5.94,0.349,1.1,12.9,22,15.6,59.2,5,219,1,0.6699,High Risk,2
DRV2813,VEH2813,33,10,1,1,Hatchback,6,1200,76.0,11.07,10.74,0.108,18.8,47.7,16,49.9,78.6,0,34,0,0.5331,Medium Risk,1
DRV2814,VEH2814,38,10,0,1,SUV,6,2000,65.8,14.47,4.42,0.521,15.1,20.6,91,47.6,92.8,3,284,1,0.5294,Medium Risk,1
DRV2815,VEH2815,24,1,0,0,Hatchback,3,2000,28.5,10.95,6.95,0.082,30.1,17.2,95,43.9,78.8,7,182,1,0.3848,Medium Risk,1
DRV2816,VEH2816,23,0,3,0,Sedan,1,1200,67.2,13.32,13.33,0.324,17.9,37.5,62,33.7,88.5,10,172,1,0.6304,High Risk,2
DRV2817,VEH2817,30,11,0,2,SUV,5,2000,39.1,8.89,4.27,0.534,32.4,4.7,43,41.5,66.6,14,159,1,0.5067,Medium Risk,1
DRV2818,VEH2818,49,13,0,0,Hatchback,7,800,87.4,11.47,4.98,0.4,22.4,26.7,73,48.4,65.6,2,109,1,0.4944,Medium Risk,1
DRV2819,VEH2819,21,2,1,0,Sedan,15,2000,31.5,11.08,6.97,0.293,17.3,39.8,45,34.3,45.8,3,319,1,0.7761,High Risk,2
DRV2820,VEH2820,51,26,0,0,SUV,10,800,58.1,11.05,12.49,0.31,25.6,31.5,65,53.7,49.8,14,48,0,0.7971,High Risk,2
DRV2821,VEH2821,31,9,3,1,Hatchback,6,1000,91.4,6.74,0.74,0.18,34.4,36.0,94,21.6,80.9,14,211,1,0.4794,Medium Risk,1
DRV2822,VEH2822,40,7,0,0,Sedan,3,800,33.9,12.18,2.81,0.459,33.0,19.0,77,43.3,68.3,5,258,1,0.4707,Medium Risk,1
DRV2823,VEH2823,57,27,0,1,SUV,12,2000,68.3,0.7,11.54,0.4,1.1,42.1,113,3.5,49.3,6,233,1,0.7515,High Risk,2
DRV2824,VEH2824,43,7,0,2,Hatchback,2,2000,35.5,4.06,6.51,0.286,19.1,35.6,116,29.9,73.8,11,118,1,0.41,Medium Risk,1
DRV2825,VEH2825,51,19,1,1,Sedan,13,1200,52.7,7.47,9.07,0.099,1.1,31.0,69,50.8,89.0,11,137,1,0.3868,Medium Risk,1
DRV2826,VEH2826,32,9,3,0,Hatchback,10,800,82.8,17.95,15.16,0.117,15.5,29.0,10,18.1,91.7,8,236,1,0.6531,High Risk,2
DRV2827,VEH2827,50,30,1,2,Hatchback,6,2000,42.7,10.05,9.33,0.386,21.6,26.2,16,51.5,73.1,4,105,1,0.5524,Medium Risk,1
DRV2828,VEH2828,45,21,3,0,Van,14,1000,76.1,13.78,4.67,0.32,13.0,37.4,35,11.9,87.2,3,47,0,0.5443,Medium Risk,1
DRV2829,VEH2829,19,0,0,0,Sedan,11,1500,41.4,16.3,14.66,0.234,18.4,23.9,36,9.2,51.7,12,165,1,0.6888,High Risk,2
DRV2830,VEH2830,58,35,0,2,Hatchback,11,1400,35.3,11.05,5.28,0.346,19.8,35.3,95,34.6,97.7,15,365,1,0.5229,Medium Risk,1
DRV2831,VEH2831,59,20,2,1,SUV,7,1200,42.2,16.67,6.03,0.172,1.3,37.9,55,24.9,63.7,9,100,1,0.4936,Medium Risk,1
DRV2832,VEH2832,42,13,0,2,SUV,15,1400,46.7,7.86,3.09,0.487,17.5,16.6,83,30.5,89.7,6,280,1,0.4571,Medium Risk,1
DRV2833,VEH2833,36,13,1,1,Hatchback,8,2000,63.7,5.55,15.46,0.271,36.4,0.2,94,11.1,44.2,0,60,0,0.7309,High Risk,2
DRV2834,VEH2834,61,6,1,1,Hatchback,13,1400,40.2,10.89,9.79,0.301,9.3,32.2,117,54.9,47.1,10,20,0,0.8295,High Risk,2
DRV2835,VEH2835,39,5,1,0,SUV,12,1500,91.7,1.72,3.34,0.172,42.4,36.4,30,16.2,90.0,5,293,1,0.4145,Medium Risk,1
DRV2836,VEH2836,28,0,0,2,Van,14,1200,89.7,10.17,9.68,0.522,20.1,44.2,56,4.2,40.6,7,207,1,0.7279,High Risk,2
DRV2837,VEH2837,23,1,0,0,Two-Wheeler,2,125,75.8,5.36,7.21,0.452,12.8,23.1,95,27.4,54.9,3,80,0,0.7703,High Risk,2
DRV2838,VEH2838,44,7,2,1,SUV,8,1500,82.6,16.66,14.97,0.093,29.8,38.3,96,33.2,43.2,3,328,1,0.7984,High Risk,2
DRV2839,VEH2839,54,16,3,1,Sedan,7,1200,58.2,11.68,6.54,0.418,6.2,28.5,102,23.2,92.8,13,73,0,0.5369,Medium Risk,1
DRV2840,VEH2840,25,6,0,2,SUV,0,1000,93.2,11.29,3.1,0.396,7.2,23.7,79,6.1,94.6,15,132,1,0.4709,Medium Risk,1
DRV2841,VEH2841,49,12,0,1,SUV,3,2000,72.0,3.08,12.16,0.537,28.1,17.4,95,34.9,74.3,14,26,0,0.5319,Medium Risk,1
DRV2842,VEH2842,48,16,3,0,Sedan,10,800,94.4,13.7,6.18,0.399,31.4,24.3,105,33.6,57.0,7,216,1,0.6988,High Risk,2
DRV2843,VEH2843,55,5,1,1,SUV,9,1200,82.0,12.39,7.98,0.099,3.8,33.2,96,21.4,74.6,3,293,1,0.4512,Medium Risk,1
DRV2844,VEH2844,30,6,1,0,Sedan,8,2000,28.8,15.61,3.32,0.525,15.7,23.6,110,11.9,78.2,4,180,1,0.5095,Medium Risk,1
DRV2845,VEH2845,47,15,3,1,Sedan,10,2000,35.5,9.03,3.04,0.477,32.2,2.8,104,12.5,59.8,12,36,0,0.758,High Risk,2
DRV2846,VEH2846,52,6,0,0,Hatchback,8,1000,64.6,8.86,4.38,0.287,1.8,23.8,51,35.3,63.3,9,48,0,0.3448,Low Risk,0
DRV2847,VEH2847,30,7,0,0,Hatchback,5,1800,71.0,7.21,9.21,0.227,5.7,8.3,11,4.7,83.3,0,135,1,0.3313,Low Risk,0
DRV2848,VEH2848,54,3,1,0,Hatchback,10,1400,57.6,16.07,12.9,0.285,11.1,21.5,99,29.3,63.4,13,157,1,0.5754,Medium Risk,1
DRV2849,VEH2849,20,0,0,0,Hatchback,10,2000,85.8,9.6,11.45,0.209,2.8,20.5,48,27.8,61.2,14,259,1,0.4353,Medium Risk,1
DRV2850,VEH2850,53,14,0,1,Hatchback,4,1400,30.4,11.47,12.47,0.547,10.4,14.1,19,26.0,43.1,3,145,1,0.6753,High Risk,2
DRV2851,VEH2851,56,1,0,1,SUV,3,1400,61.1,12.62,1.39,0.469,2.6,17.3,10,36.7,91.1,15,19,0,0.4168,Medium Risk,1
DRV2852,VEH2852,27,6,3,0,Hatchback,10,1500,87.4,3.78,2.75,0.137,13.3,2.1,82,51.4,55.1,3,319,1,0.6701,High Risk,2
DRV2853,VEH2853,44,18,0,1,Hatchback,0,1200,86.4,16.31,14.28,0.441,15.0,40.8,60,14.3,99.7,11,28,0,0.6951,High Risk,2
DRV2854,VEH2854,39,12,0,1,Sedan,13,1200,57.9,10.7,9.1,0.218,8.0,20.1,107,23.2,80.6,9,152,1,0.4448,Medium Risk,1
DRV2855,VEH2855,54,19,0,0,Hatchback,10,800,89.8,17.92,12.97,0.517,1.1,46.8,61,22.5,87.1,4,149,1,0.6747,High Risk,2
DRV2856,VEH2856,23,2,1,0,SUV,5,1500,52.8,11.29,1.31,0.166,21.1,49.4,34,18.1,56.9,4,79,0,0.7835,High Risk,2
DRV2857,VEH2857,41,18,2,1,Hatchback,10,1200,91.3,6.98,15.65,0.163,2.4,29.1,54,15.0,71.8,1,312,1,0.4989,Medium Risk,1
DRV2858,VEH2858,59,36,3,0,Sedan,2,1500,29.9,12.12,9.96,0.415,44.5,41.9,64,25.0,44.6,11,120,1,0.7816,High Risk,2
DRV2859,VEH2859,19,0,0,0,Sedan,9,1400,73.4,4.19,15.82,0.22,24.3,1.7,71,7.3,99.4,9,209,1,0.4375,Medium Risk,1
DRV2860,VEH2860,35,8,0,0,Hatchback,8,1200,29.9,7.83,10.28,0.132,12.9,10.4,116,50.4,41.9,8,305,1,0.6823,High Risk,2
DRV2861,VEH2861,57,25,0,0,Sedan,15,1800,77.4,4.05,3.96,0.114,22.8,7.4,120,9.9,53.5,12,164,1,0.8429,High Risk,2
DRV2862,VEH2862,45,17,1,1,Hatchback,7,1800,50.6,6.9,13.75,0.508,13.6,16.4,65,35.4,80.3,12,287,1,0.5442,Medium Risk,1
DRV2863,VEH2863,39,14,0,1,SUV,1,2000,80.9,16.98,15.11,0.254,25.0,20.9,79,20.6,72.5,8,131,1,0.6491,High Risk,2
DRV2864,VEH2864,18,0,0,0,Sedan,9,1000,86.7,17.49,3.45,0.478,22.7,36.7,44,24.4,71.9,8,227,1,0.6045,Medium Risk,1
DRV2865,VEH2865,36,13,0,0,Van,11,1500,86.3,13.34,8.57,0.364,22.6,44.5,41,45.9,86.2,14,163,1,0.6072,Medium Risk,1
DRV2866,VEH2866,23,3,3,0,Hatchback,12,1400,79.1,2.07,7.28,0.457,22.9,19.0,20,12.1,94.7,8,304,1,0.469,Medium Risk,1
DRV2867,VEH2867,40,18,0,2,Sedan,6,1200,92.6,6.27,11.09,0.303,25.6,32.2,12,3.1,93.8,13,346,1,0.5613,Medium Risk,1
DRV2868,VEH2868,52,6,1,0,Sedan,5,1800,45.8,10.82,4.06,0.343,23.1,9.6,84,29.5,73.6,15,137,1,0.4276,Medium Risk,1
DRV2869,VEH2869,47,28,0,0,Two-Wheeler,2,150,36.5,14.84,11.73,0.2,40.5,40.9,32,30.1,86.2,13,219,1,0.6124,Medium Risk,1
DRV2870,VEH2870,57,11,0,0,SUV,15,1800,50.6,10.3,2.06,0.53,17.1,42.0,63,50.5,86.5,4,149,1,0.4868,Medium Risk,1
DRV2871,VEH2871,24,0,0,0,Two-Wheeler,14,110,74.8,1.7,13.45,0.203,40.7,26.7,106,21.0,75.8,0,160,1,0.4794,Medium Risk,1
DRV2872,VEH2872,49,6,3,0,Sedan,5,1800,62.1,9.29,5.31,0.096,20.4,17.2,109,21.3,56.5,14,62,0,0.7352,High Risk,2
DRV2873,VEH2873,51,2,0,0,SUV,13,2000,94.1,12.7,9.57,0.456,40.3,9.2,97,48.1,44.2,3,74,0,0.7746,High Risk,2
DRV2874,VEH2874,60,27,0,2,Sedan,8,1000,92.6,4.15,10.53,0.23,25.7,33.8,94,40.3,56.7,8,200,1,0.8106,High Risk,2
DRV2875,VEH2875,36,2,3,1,Sedan,3,1000,82.6,12.92,13.0,0.299,22.1,48.4,117,37.7,52.1,8,332,1,0.7953,High Risk,2
DRV2876,VEH2876,55,10,0,0,Hatchback,6,1000,50.8,16.56,7.23,0.138,19.2,29.5,117,29.6,78.0,10,122,1,0.4867,Medium Risk,1
DRV2877,VEH2877,41,14,2,2,Hatchback,12,800,35.5,2.78,7.21,0.1,28.7,7.4,18,8.0,46.5,13,266,1,0.6799,High Risk,2
DRV2878,VEH2878,23,3,0,2,Two-Wheeler,8,125,85.3,16.82,1.18,0.328,17.2,7.6,96,17.2,53.0,3,198,1,0.7793,High Risk,2
DRV2879,VEH2879,34,6,1,0,Van,2,1200,87.0,14.18,2.04,0.303,26.8,8.7,72,36.1,82.0,1,26,0,0.4517,Medium Risk,1
DRV2880,VEH2880,37,0,2,1,Van,10,800,50.4,4.68,14.25,0.298,21.5,46.3,118,22.3,53.6,3,233,1,0.8102,High Risk,2
DRV2881,VEH2881,33,4,3,0,Hatchback,5,1800,51.8,7.54,6.35,0.15,1.9,30.8,118,34.9,77.7,3,267,1,0.3542,Medium Risk,1
DRV2882,VEH2882,53,31,1,0,SUV,11,2000,42.5,1.79,10.18,0.458,8.6,22.5,38,26.0,53.7,6,69,0,0.7146,High Risk,2
DRV2883,VEH2883,33,14,1,0,Hatchback,8,1000,92.1,3.4,13.83,0.452,1.4,4.6,77,54.2,75.3,14,33,0,0.4335,Medium Risk,1
DRV2884,VEH2884,57,19,0,2,SUV,5,1500,66.5,15.9,7.92,0.409,39.8,29.7,87,50.7,93.4,11,114,1,0.6904,High Risk,2
DRV2885,VEH2885,53,31,0,0,SUV,15,2000,46.0,15.42,5.74,0.522,31.8,33.6,97,10.7,59.5,0,193,1,0.7966,High Risk,2
DRV2886,VEH2886,56,19,0,0,Hatchback,6,2000,45.2,11.46,9.09,0.406,6.4,9.5,48,35.4,44.0,6,134,1,0.6915,High Risk,2
DRV2887,VEH2887,45,21,3,1,Sedan,12,800,70.7,6.25,5.85,0.053,20.9,19.2,51,17.6,79.1,13,181,1,0.4129,Medium Risk,1
DRV2888,VEH2888,54,7,0,0,Sedan,0,1500,81.7,0.59,14.55,0.156,41.7,31.6,21,42.8,68.4,5,173,1,0.4624,Medium Risk,1
DRV2889,VEH2889,45,17,1,1,Hatchback,11,1800,76.4,10.93,8.83,0.416,14.9,37.4,95,35.6,75.3,12,280,1,0.5866,Medium Risk,1
DRV2890,VEH2890,18,0,3,1,Hatchback,5,1400,71.9,6.7,15.66,0.334,30.3,14.3,78,49.6,56.1,10,85,0,0.7416,High Risk,2
DRV2891,VEH2891,21,0,0,1,Two-Wheeler,15,100,62.9,8.02,7.22,0.416,20.2,47.0,65,44.0,66.6,10,38,0,0.5484,Medium Risk,1
DRV2892,VEH2892,33,9,2,1,SUV,14,800,36.6,15.63,15.98,0.267,32.1,8.4,89,32.0,67.6,1,140,1,0.6615,High Risk,2
DRV2893,VEH2893,18,0,1,0,Van,13,1800,45.5,4.41,14.19,0.457,15.6,42.0,17,52.7,79.2,0,95,1,0.5299,Medium Risk,1
DRV2894,VEH2894,25,4,0,0,Two-Wheeler,6,110,48.9,10.82,9.7,0.154,19.6,17.5,77,49.0,96.0,14,269,1,0.43,Medium Risk,1
DRV2895,VEH2895,34,14,1,0,Hatchback,2,800,35.7,4.57,13.86,0.501,31.1,9.2,113,13.5,81.8,11,352,1,0.5116,Medium Risk,1
DRV2896,VEH2896,49,8,1,1,SUV,2,800,76.5,5.9,0.97,0.305,33.7,14.3,35,25.1,98.9,10,338,1,0.4023,Medium Risk,1
DRV2897,VEH2897,29,5,1,0,SUV,1,2000,70.2,15.76,14.59,0.443,30.2,4.1,84,8.7,97.1,0,47,0,0.6366,High Risk,2
DRV2898,VEH2898,34,0,1,0,Two-Wheeler,12,160,44.5,5.1,0.78,0.191,32.6,48.2,119,15.2,89.9,7,143,1,0.3906,Medium Risk,1
DRV2899,VEH2899,59,30,0,1,Hatchback,12,1000,68.3,9.61,10.59,0.426,32.0,25.2,64,48.3,40.4,10,251,1,0.719,High Risk,2
DRV2900,VEH2900,38,9,1,2,Sedan,3,2000,39.1,17.76,9.09,0.163,39.2,7.9,45,50.0,98.7,15,240,1,0.6112,Medium Risk,1
DRV2901,VEH2901,30,10,1,1,Sedan,10,1200,73.0,1.87,14.93,0.262,4.4,12.2,42,14.8,53.7,8,37,0,0.6969,High Risk,2
DRV2902,VEH2902,44,22,0,2,SUV,10,1000,37.9,16.29,7.94,0.212,17.4,24.4,94,24.2,68.2,9,267,1,0.5424,Medium Risk,1
DRV2903,VEH2903,57,21,3,0,Two-Wheeler,6,100,35.7,4.89,1.97,0.278,10.2,16.7,48,21.2,81.7,7,333,1,0.3022,Low Risk,0
DRV2904,VEH2904,34,14,1,1,Two-Wheeler,3,100,30.5,1.42,6.43,0.158,42.2,28.0,13,5.6,70.1,3,53,0,0.383,Medium Risk,1
DRV2905,VEH2905,23,2,1,0,Sedan,13,1000,48.9,16.65,0.56,0.398,29.7,23.8,21,24.2,48.8,0,170,1,0.7518,High Risk,2
DRV2906,VEH2906,23,4,0,2,SUV,1,1200,42.3,1.9,10.11,0.104,44.0,24.9,12,47.1,82.6,14,252,1,0.4431,Medium Risk,1
DRV2907,VEH2907,34,1,1,0,Hatchback,14,1400,67.7,10.76,4.42,0.447,42.7,20.3,25,7.2,40.1,15,311,1,0.6896,High Risk,2
DRV2908,VEH2908,36,5,0,0,Two-Wheeler,11,100,41.2,13.91,6.55,0.332,26.8,21.7,75,7.4,74.8,5,207,1,0.5055,Medium Risk,1
DRV2909,VEH2909,35,10,2,1,Two-Wheeler,3,200,46.3,10.95,5.85,0.226,24.6,6.6,32,8.2,56.2,3,84,0,0.717,High Risk,2
DRV2910,VEH2910,61,14,3,2,SUV,11,1000,43.3,2.37,4.7,0.144,43.9,23.2,112,45.9,79.3,11,166,1,0.4619,Medium Risk,1
DRV2911,VEH2911,38,1,1,0,SUV,3,1800,50.6,15.55,10.04,0.194,33.5,34.9,22,9.7,73.5,1,331,1,0.5782,Medium Risk,1
DRV2912,VEH2912,41,12,1,1,SUV,12,1400,93.0,8.5,14.71,0.52,9.7,1.4,78,35.1,79.5,4,71,0,0.5658,Medium Risk,1
DRV2913,VEH2913,18,0,0,0,Van,10,1400,69.4,12.0,13.98,0.264,21.6,27.3,82,18.7,48.1,8,25,0,0.6705,High Risk,2
